epoch,accuracy,loss,val_accuracy,val_loss
0,0.9378666877746582,0.21137003600597382,0.9695000052452087,0.09873558580875397
1,0.9719333052635193,0.09042598307132721,0.9760000109672546,0.07957486063241959
2,0.9805833101272583,0.06219084560871124,0.9782000184059143,0.06913769245147705
3,0.9848833084106445,0.04644834250211716,0.9781000018119812,0.07560709863901138
4,0.9873833060264587,0.03759722039103508,0.978600025177002,0.075141042470932
